Codigo;Bodega;Mes;Stock_Unid
MCN-00010;Almacen Punto de Ventas 1;2023-07-01;-18
MCN-00010;Almacen Punto de Ventas 1;2024-10-01;-9
MCN-00011;Almacen Punto de Venta 2;2023-08-01;-43
MCN-00011;Almacen Punto de Ventas 1;2023-07-01;83
MCN-00012;Almacen Central;2024-02-01;-16
MCN-00012;Almacen Punto de Venta 2;2023-01-01;-31
MCN-00013;Almacen Central;2024-05-01;97
MCN-00013;Almacen Central;2024-12-01;-88
MCN-00013;Almacen Punto de Venta 2;2022-07-01;-80
MCN-00013;Almacen Punto de Venta 2;2024-01-01;-25
MCN-00013;Almacen Punto de Venta 2;2025-02-01;90
MCN-00013;Almacen Punto de Ventas 1;2021-01-01;-13
MCN-00013;Almacen Punto de Ventas 1;2023-10-01;-6
MCN-00013;Almacen Punto de Ventas 1;2024-07-01;16
MCN-00013;Almacen Punto de Ventas 1;2025-08-01;-39
MCN-00014;Almacen Central;2021-10-01;-7
MCN-00014;Almacen Central;2023-02-01;10
MD-00002;Almacen Central;2020-01-01;-39
MD-00002;Almacen Punto de Venta 2;2020-12-01;-27
MD-00002;Almacen Punto de Venta 2;2023-10-01;70
MD-00002;Almacen Punto de Ventas 1;2020-11-01;-7
MD-00002;Almacen Punto de Ventas 1;2024-09-01;-68
MD-00003;Almacen Central;2021-01-01;-75
MD-00003;Almacen Central;2025-07-01;-7
MD-00003;Almacen Central;2025-09-01;-16
MD-00003;Almacen Punto de Venta 2;2021-02-01;76
MD-00003;Almacen Punto de Ventas 1;2021-12-01;-47
MD-00003;Almacen Punto de Ventas 1;2022-10-01;-18
PB-00001;Almacen Punto de Venta 2;2022-10-01;36
PB-00001;Almacen Punto de Ventas 1;2020-08-01;-8
PB-00002;Almacen Central;2023-01-01;17
PB-00002;Almacen Punto de Venta 2;2022-06-01;-43
PB-00002;Almacen Punto de Venta 2;2025-12-01;-36
PB-00003;Almacen Central;2020-01-01;-56
PB-00003;Almacen Punto de Venta 2;2020-08-01;-7
PB-00003;Almacen Punto de Venta 2;2023-06-01;-18
PB-00003;Almacen Punto de Venta 2;2024-07-01;-40
PB-00003;Almacen Punto de Ventas 1;2020-01-01;60
PB-00003;Almacen Punto de Ventas 1;2023-01-01;34
PB-00004;Almacen Central;2025-12-01;-89
PB-00004;Almacen Punto de Venta 2;2020-03-01;-11
PB-00004;Almacen Punto de Venta 2;2023-02-01;-13
PB-00004;Almacen Punto de Venta 2;2025-11-01;-31
PB-00004;Almacen Punto de Ventas 1;2020-09-01;46
PB-00004;Almacen Punto de Ventas 1;2021-08-01;-52
PB-00005;Almacen Central;2020-02-01;28
PB-00005;Almacen Punto de Ventas 1;2021-07-01;-5
PB-00005;Almacen Punto de Ventas 1;2022-01-01;-22
PB-00005;Almacen Punto de Ventas 1;2025-07-01;-57
PB-00006;Almacen Punto de Venta 2;2021-12-01;-24
PB-00006;Almacen Punto de Venta 2;2022-03-01;-12
PB-00006;Almacen Punto de Venta 2;2024-05-01;-69
PB-00006;Almacen Punto de Venta 2;2024-07-01;94
PB-00006;Almacen Punto de Ventas 1;2021-09-01;-2
PB-00006;Almacen Punto de Ventas 1;2022-09-01;-32
PCP-0001;Almacen Punto de Venta 2;2025-03-01;8
PCP-0001;Almacen Punto de Ventas 1;2022-04-01;-22
PCP-0002;Almacen Central;2020-01-01;-23
PCP-0002;Almacen Central;2021-08-01;99
PCP-0002;Almacen Punto de Ventas 1;2020-04-01;-46
PCP-0002;Almacen Punto de Ventas 1;2025-02-01;86
PCP-0003;Almacen Central;2023-07-01;-75
PCP-0003;Almacen Punto de Venta 2;2024-07-01;-68
PCP-0003;Almacen Punto de Ventas 1;2021-06-01;-4
PCP-0004;Almacen Punto de Venta 2;2020-01-01;-71
PCP-0004;Almacen Punto de Venta 2;2023-01-01;-4
PCP-0004;Almacen Punto de Venta 2;2023-05-01;-61
PCP-0004;Almacen Punto de Ventas 1;2023-08-01;-33
PCP-0004;Almacen Punto de Ventas 1;2024-11-01;-73
PCP-0005;Almacen Punto de Venta 2;2020-10-01;-42
PCP-0005;Almacen Punto de Venta 2;2024-10-01;88
PCP-0005;Almacen Punto de Ventas 1;2020-05-01;-24
PCP-0005;Almacen Punto de Ventas 1;2020-07-01;-15
PCP-0005;Almacen Punto de Ventas 1;2021-10-01;-85
PCP-0005;Almacen Punto de Ventas 1;2024-05-01;-24
PCP-0006;Almacen Central;2025-11-01;-86
PCP-0006;Almacen Punto de Ventas 1;2024-02-01;48
PCP-0007;Almacen Punto de Venta 2;2021-03-01;-54
PCP-0007;Almacen Punto de Ventas 1;2022-11-01;-88
PCP-0007;Almacen Punto de Ventas 1;2024-07-01;-68
PCP-0008;Almacen Punto de Venta 2;2023-05-01;-83
PCP-0008;Almacen Punto de Ventas 1;2025-06-01;-6
PCP-0009;Almacen Central;2023-04-01;-15
PCP-0009;Almacen Central;2025-08-01;-3
PCP-0009;Almacen Punto de Venta 2;2024-03-01;-73
PCP-0009;Almacen Punto de Venta 2;2024-06-01;-18
PCP-0009;Almacen Punto de Ventas 1;2023-08-01;5
PCP-0010;Almacen Central;2022-10-01;-68
PEX-00001;Almacen Punto de Ventas 1;2021-06-01;74
PEX-00001;Almacen Punto de Ventas 1;2025-07-01;-47
PEX-00002;Almacen Punto de Venta 2;2020-10-01;-55
PEX-00002;Almacen Punto de Venta 2;2022-06-01;-68
PEX-00002;Almacen Punto de Ventas 1;2023-02-01;-70
PEX-00003;Almacen Central;2025-05-01;-4
PEX-00003;Almacen Punto de Ventas 1;2023-03-01;-47
PEX-00003;Almacen Punto de Ventas 1;2023-09-01;-15
PG-00002;Almacen Central;2023-04-01;-13
PG-00002;Almacen Central;2025-03-01;-22
PG-00002;Almacen Punto de Venta 2;2020-04-01;33
PG-00002;Almacen Punto de Venta 2;2024-09-01;-68
PG-00002;Almacen Punto de Venta 2;2025-03-01;2
PG-00002;Almacen Punto de Ventas 1;2022-11-01;-98
PGT-00001;Almacen Central;2022-09-01;-5
PGT-00001;Almacen Central;2023-04-01;-52
PGT-00001;Almacen Punto de Venta 2;2020-11-01;68
PGT-00001;Almacen Punto de Venta 2;2021-02-01;-17
PGT-00001;Almacen Punto de Venta 2;2024-11-01;-47
PIMP-00001;Almacen Central;2022-02-01;-15
PIMP-00001;Almacen Central;2022-07-01;89
PIMP-00001;Almacen Central;2025-08-01;23
PIMP-00001;Almacen Punto de Venta 2;2020-07-01;6
PIMP-00001;Almacen Punto de Venta 2;2021-02-01;-32
PIMP-00001;Almacen Punto de Venta 2;2021-05-01;-15
PIMP-00001;Almacen Punto de Venta 2;2023-01-01;-59
PIMP-00002;Almacen Central;2021-08-01;-15
PIMP-00002;Almacen Central;2022-07-01;72
PIMP-00002;Almacen Central;2023-05-01;16
PIMP-00002;Almacen Punto de Venta 2;2020-05-01;40
PIMP-00002;Almacen Punto de Venta 2;2020-12-01;40
PIMP-00002;Almacen Punto de Ventas 1;2022-02-01;-14
PLAF-00001;Almacen Central;2022-05-01;-80
PLAF-00001;Almacen Central;2025-02-01;-41
PLAF-00001;Almacen Punto de Venta 2;2021-12-01;46
PLAF-00001;Almacen Punto de Venta 2;2024-03-01;-81
PN-00001;Almacen Punto de Venta 2;2020-11-01;-50
PN-00001;Almacen Punto de Venta 2;2024-09-01;-65
PN-00001;Almacen Punto de Venta 2;2025-10-01;-61
PN-00001;Almacen Punto de Ventas 1;2021-12-01;84
PN-00002;Almacen Punto de Venta 2;2020-06-01;-69
PN-00002;Almacen Punto de Venta 2;2024-02-01;-26
PN-00002;Almacen Punto de Ventas 1;2022-04-01;-20
PN-00002;Almacen Punto de Ventas 1;2022-06-01;-41
PN-00003;Almacen Punto de Venta 2;2024-05-01;-15
PN-00004;Almacen Central;2023-10-01;-31
PN-00004;Almacen Punto de Venta 2;2020-10-01;79
PN-00004;Almacen Punto de Venta 2;2021-07-01;-61
PN-00004;Almacen Punto de Venta 2;2021-09-01;22
PN-00004;Almacen Punto de Venta 2;2024-03-01;-80
PN-00004;Almacen Punto de Ventas 1;2023-12-01;73
PN-00004;Almacen Punto de Ventas 1;2024-11-01;-62
PN-00004;Almacen Punto de Ventas 1;2025-10-01;33
PN-00005;Almacen Punto de Venta 2;2022-05-01;-89
PN-00005;Almacen Punto de Ventas 1;2025-05-01;32
PN-00005;Almacen Punto de Ventas 1;2025-10-01;38
PRS-00001;Almacen Central;2022-03-01;-79
PRS-00001;Almacen Central;2023-11-01;14
PTM-00001;Almacen Central;2025-05-01;-48
PTM-00001;Almacen Punto de Ventas 1;2024-08-01;7
RDIN-00001;Almacen Central;2021-08-01;-80
RDIN-00001;Almacen Punto de Venta 2;2020-11-01;-40
RDIN-00001;Almacen Punto de Venta 2;2021-01-01;-35
RDIN-00001;Almacen Punto de Venta 2;2021-02-01;-22
RDIN-00001;Almacen Punto de Venta 2;2024-03-01;-74
RDIN-00001;Almacen Punto de Venta 2;2025-03-01;-82
RDIN-00001;Almacen Punto de Ventas 1;2021-05-01;-54
RDIN-00001;Almacen Punto de Ventas 1;2025-04-01;-69
RDIN-00002;Almacen Punto de Ventas 1;2023-04-01;-44
RDIN-00002;Almacen Punto de Ventas 1;2025-09-01;-30
REDUC-00001;Almacen Central;2023-06-01;35
REDUC-00001;Almacen Punto de Venta 2;2021-08-01;-100
REDUC-00001;Almacen Punto de Venta 2;2025-06-01;-30
REDUC-00001;Almacen Punto de Ventas 1;2022-12-01;-21
REDUC-00002;Almacen Central;2023-12-01;-12
REDUC-00002;Almacen Punto de Venta 2;2024-11-01;-55
REDUC-00002;Almacen Punto de Venta 2;2025-09-01;-28
REDUC-00003;Almacen Punto de Ventas 1;2025-02-01;-20
REDUC-00004;Almacen Central;2022-01-01;-39
REDUC-00004;Almacen Punto de Venta 2;2020-06-01;-9
REDUC-00004;Almacen Punto de Venta 2;2020-09-01;-57
REDUC-00004;Almacen Punto de Venta 2;2021-06-01;-3
REDUC-00004;Almacen Punto de Venta 2;2022-06-01;-77
REDUC-00004;Almacen Punto de Ventas 1;2020-04-01;-16
REDUC-00004;Almacen Punto de Ventas 1;2024-01-01;-36
REDUC-00004;Almacen Punto de Ventas 1;2025-04-01;67
REDUC-00005;Almacen Central;2024-10-01;-50
REDUC-00006;Almacen Central;2020-07-01;72
REDUC-00006;Almacen Central;2025-08-01;-79
REDUC-00006;Almacen Punto de Venta 2;2021-10-01;78
REDUC-00006;Almacen Punto de Venta 2;2023-11-01;-56
REDUC-00006;Almacen Punto de Ventas 1;2025-11-01;-19
REDUC-00007;Almacen Punto de Venta 2;2023-03-01;-55
REDUC-00008;Almacen Punto de Venta 2;2020-06-01;-75
REDUC-00008;Almacen Punto de Ventas 1;2022-11-01;93
REDUC-00008;Almacen Punto de Ventas 1;2024-09-01;-33
REDUC-00009;Almacen Central;2021-06-01;52
REDUC-00010;Almacen Central;2021-01-01;-15
REDUC-00010;Almacen Central;2023-06-01;42
REDUC-00010;Almacen Punto de Venta 2;2024-07-01;-97
REDUC-00010;Almacen Punto de Ventas 1;2022-09-01;24
REDUC-00010;Almacen Punto de Ventas 1;2025-10-01;-95
REDUC-00011;Almacen Central;2023-08-01;-45
REDUC-00011;Almacen Punto de Venta 2;2020-05-01;5
REDUC-00011;Almacen Punto de Venta 2;2022-10-01;42
REDUC-00011;Almacen Punto de Ventas 1;2025-02-01;-66
REDUC-00012;Almacen Central;2022-07-01;-72
REDUC-00012;Almacen Punto de Venta 2;2022-02-01;-18
REDUC-00012;Almacen Punto de Venta 2;2025-12-01;-80
REDUC-00013;Almacen Central;2020-02-01;-94
REDUC-00014;Almacen Punto de Venta 2;2021-06-01;55
REDUC-00015;Almacen Punto de Ventas 1;2023-04-01;-90
REDUC-00016;Almacen Central;2023-04-01;-51
REDUC-00016;Almacen Central;2024-02-01;75
REDUC-00016;Almacen Punto de Ventas 1;2020-07-01;-32
REDUC-00017;Almacen Central;2020-04-01;64
REDUC-00017;Almacen Central;2021-12-01;-83
REDUC-00018;Almacen Central;2022-12-01;-93
REDUC-00018;Almacen Punto de Ventas 1;2023-07-01;81
REDUC-00019;Almacen Central;2020-11-01;-25
REDUC-00019;Almacen Central;2024-08-01;-63
REDUC-00019;Almacen Punto de Venta 2;2022-08-01;-19
REDUC-00019;Almacen Punto de Venta 2;2024-06-01;92
REDUC-00019;Almacen Punto de Ventas 1;2021-09-01;-6
REDUC-00019;Almacen Punto de Ventas 1;2023-12-01;45
REDUC-00019;Almacen Punto de Ventas 1;2025-09-01;18
REDUC-00020;Almacen Central;2020-03-01;97
REDUC-00020;Almacen Central;2024-07-01;-14
REDUC-00020;Almacen Punto de Venta 2;2023-03-01;-2
REDUC-00020;Almacen Punto de Venta 2;2025-11-01;-50
REDUC-00021;Almacen Central;2021-06-01;-50
REDUC-00021;Almacen Punto de Venta 2;2020-11-01;52
REDUC-00021;Almacen Punto de Venta 2;2023-02-01;-63
REDUC-00021;Almacen Punto de Ventas 1;2023-04-01;-12
REDUC-00021;Almacen Punto de Ventas 1;2024-03-01;-5
REDUC-00022;Almacen Central;2024-12-01;-62
REDUC-00022;Almacen Punto de Venta 2;2020-08-01;-82
REDUC-00022;Almacen Punto de Venta 2;2023-02-01;-68
REDUC-00022;Almacen Punto de Venta 2;2025-05-01;77
REDUC-00022;Almacen Punto de Ventas 1;2023-06-01;-11
REDUC-00023;Almacen Central;2023-09-01;-12
REDUC-00023;Almacen Central;2024-03-01;69
REDUC-00023;Almacen Punto de Venta 2;2022-08-01;-76
REDUC-00023;Almacen Punto de Ventas 1;2020-03-01;-100
REDUC-00024;Almacen Central;2021-08-01;-49
REDUC-00024;Almacen Central;2022-04-01;72
REDUC-00024;Almacen Central;2023-02-01;-71
REDUC-00024;Almacen Punto de Venta 2;2024-10-01;-89
REDUC-00024;Almacen Punto de Ventas 1;2020-10-01;-36
REDUC-00024;Almacen Punto de Ventas 1;2021-09-01;95
REDUC-00025;Almacen Punto de Ventas 1;2021-10-01;-29
REDUC-00026;Almacen Central;2021-10-01;-7
REDUC-00026;Almacen Punto de Venta 2;2022-03-01;-86
REDUC-00026;Almacen Punto de Venta 2;2024-05-01;39
REDUC-00026;Almacen Punto de Ventas 1;2022-06-01;8
REDUC-00027;Almacen Punto de Ventas 1;2020-04-01;-72
REDUC-00027;Almacen Punto de Ventas 1;2023-10-01;-35
REDUC-00028;Almacen Central;2020-07-01;-33
REDUC-00028;Almacen Punto de Venta 2;2023-12-01;-91
REDUC-00028;Almacen Punto de Venta 2;2024-01-01;-19
REDUC-00028;Almacen Punto de Venta 2;2025-12-01;-46
REDUC-00030;Almacen Central;2021-11-01;-4
REDUC-00030;Almacen Punto de Venta 2;2022-03-01;-93
REDUC-00030;Almacen Punto de Venta 2;2022-04-01;4
REDUC-00030;Almacen Punto de Venta 2;2025-04-01;23
REDUC-00030;Almacen Punto de Ventas 1;2020-05-01;34
REDUC-00031;Almacen Central;2023-01-01;-83
REDUC-00031;Almacen Central;2023-11-01;49
REDUC-00032;Almacen Central;2025-04-01;96
REDUC-00033;Almacen Punto de Ventas 1;2020-06-01;-72
REDUC-00033;Almacen Punto de Ventas 1;2021-01-01;23
REDUC-00033;Almacen Punto de Ventas 1;2022-08-01;-41
REDUC-00033;Almacen Punto de Ventas 1;2025-04-01;-86
REDUC-00034;Almacen Central;2022-08-01;33
REDUC-00034;Almacen Punto de Ventas 1;2020-09-01;11
REDUC-00034;Almacen Punto de Ventas 1;2022-08-01;-47
REDUC-00034;Almacen Punto de Ventas 1;2022-10-01;-28
REDUC-00035;Almacen Central;2021-08-01;98
REDUC-00036;Almacen Punto de Venta 2;2021-12-01;-37
REDUC-00036;Almacen Punto de Ventas 1;2022-05-01;28
REDUC-00037;Almacen Central;2023-09-01;-22
REDUC-00037;Almacen Punto de Venta 2;2021-11-01;-5
REDUC-00037;Almacen Punto de Venta 2;2025-05-01;12
REDUC-00037;Almacen Punto de Ventas 1;2024-10-01;37
REDUC-00038;Almacen Punto de Ventas 1;2023-03-01;-30
REDUC-00039;Almacen Central;2022-09-01;-10
REDUC-00039;Almacen Punto de Venta 2;2023-09-01;-13
REDUC-00039;Almacen Punto de Ventas 1;2025-11-01;93
REDUC-00040;Almacen Central;2020-01-01;-53
REDUC-00040;Almacen Central;2025-09-01;-31
REDUC-00040;Almacen Punto de Venta 2;2023-03-01;-83
REDUC-00041;Almacen Central;2023-05-01;-84
REDUC-00041;Almacen Punto de Venta 2;2022-06-01;-46
REDUC-00041;Almacen Punto de Ventas 1;2023-04-01;-58
REDUC-00042;Almacen Central;2023-10-01;-83
REDUC-00042;Almacen Central;2024-08-01;-88
REDUC-00042;Almacen Punto de Venta 2;2020-06-01;-34
REDUC-00043;Almacen Central;2021-12-01;-18
REDUC-00043;Almacen Punto de Venta 2;2021-02-01;-31
REDUC-00043;Almacen Punto de Venta 2;2022-05-01;-45
REDUC-00043;Almacen Punto de Ventas 1;2020-12-01;-74
REDUC-00043;Almacen Punto de Ventas 1;2024-02-01;18
REDUC-00044;Almacen Punto de Venta 2;2021-10-01;-17
REDUC-00045;Almacen Central;2025-04-01;-47
REDUC-00045;Almacen Punto de Venta 2;2023-05-01;-91
REDUC-00045;Almacen Punto de Venta 2;2024-08-01;63
REDUC-00045;Almacen Punto de Ventas 1;2024-08-01;-25
REDUC-00045;Almacen Punto de Ventas 1;2025-06-01;-15
REDUC-00046;Almacen Central;2024-08-01;-9
REDUC-00046;Almacen Punto de Venta 2;2023-10-01;-27
REDUC-00046;Almacen Punto de Ventas 1;2020-03-01;-93
REDUC-00046;Almacen Punto de Ventas 1;2022-11-01;-13
REDUC-00047;Almacen Central;2023-05-01;-52
REDUC-00047;Almacen Punto de Venta 2;2020-02-01;-89
REDUC-00047;Almacen Punto de Ventas 1;2020-06-01;-63
REDUC-00047;Almacen Punto de Ventas 1;2020-10-01;-27
REDUC-00047;Almacen Punto de Ventas 1;2022-06-01;-54
REDUC-00048;Almacen Punto de Venta 2;2021-02-01;46
REDUC-00048;Almacen Punto de Ventas 1;2025-09-01;3
REDUC-00049;Almacen Central;2021-01-01;76
REDUC-00049;Almacen Central;2024-07-01;-21
REDUC-00049;Almacen Punto de Ventas 1;2023-06-01;19
REDUC-00049;Almacen Punto de Ventas 1;2025-03-01;45
REDUC-00050;Almacen Punto de Venta 2;2022-04-01;-100
REDUC-00050;Almacen Punto de Venta 2;2022-08-01;43
REDUC-00050;Almacen Punto de Venta 2;2024-11-01;46
REDUC-00050;Almacen Punto de Ventas 1;2021-06-01;-2
REDUC-00050;Almacen Punto de Ventas 1;2024-08-01;-66
REDUC-00051;Almacen Punto de Venta 2;2021-11-01;-96
REDUC-00051;Almacen Punto de Venta 2;2024-12-01;-20
REDUC-00051;Almacen Punto de Ventas 1;2025-01-01;-92
REDUC-00052;Almacen Central;2023-02-01;-11
REDUC-00052;Almacen Central;2025-04-01;-5
REDUC-00052;Almacen Central;2025-06-01;-16
REDUC-00052;Almacen Punto de Ventas 1;2022-07-01;70
REDUC-00052;Almacen Punto de Ventas 1;2024-06-01;46
REDUC-00053;Almacen Central;2023-01-01;-83
REDUC-00053;Almacen Central;2023-10-01;-7
REDUC-00053;Almacen Punto de Venta 2;2025-07-01;-86
REDUC-00053;Almacen Punto de Ventas 1;2024-06-01;64
REDUC-00053;Almacen Punto de Ventas 1;2024-10-01;45
REDUC-00054;Almacen Central;2024-09-01;-26
REDUC-00054;Almacen Punto de Ventas 1;2022-07-01;-96
REDUC-00055;Almacen Central;2020-02-01;-55
REDUC-00055;Almacen Punto de Ventas 1;2025-06-01;-98
REDUC-00056;Almacen Central;2022-08-01;62
REDUC-00056;Almacen Central;2025-10-01;-32
REDUC-00056;Almacen Punto de Ventas 1;2021-04-01;-64
REDUC-00057;Almacen Punto de Venta 2;2024-02-01;-31
REDUC-00057;Almacen Punto de Ventas 1;2020-11-01;-61
REDUC-00058;Almacen Punto de Ventas 1;2020-11-01;-22
RG-00001;Almacen Central;2020-08-01;-75
RG-00001;Almacen Punto de Venta 2;2022-11-01;-91
RH-00001;Almacen Central;2024-06-01;-16
RH-00001;Almacen Punto de Venta 2;2025-11-01;-9
RH-00001;Almacen Punto de Ventas 1;2022-03-01;-33
RH-00001;Almacen Punto de Ventas 1;2024-05-01;90
RUNIS-00001;Almacen Central;2023-03-01;25
RUNIS-00001;Almacen Punto de Ventas 1;2020-02-01;-24
RUNIS-00001;Almacen Punto de Ventas 1;2024-12-01;-28
RUNIS-00002;Almacen Punto de Venta 2;2020-08-01;-40
RUNIS-00002;Almacen Punto de Venta 2;2024-06-01;-80
RUNIS-00002;Almacen Punto de Venta 2;2025-02-01;-12
RUNIS-00002;Almacen Punto de Ventas 1;2020-11-01;41
RUNIS-00002;Almacen Punto de Ventas 1;2024-01-01;-17
RUNIS-00003;Almacen Central;2022-07-01;23
RUNIS-00003;Almacen Central;2023-09-01;12
RUNIS-00003;Almacen Punto de Venta 2;2021-09-01;37
RUNIS-00003;Almacen Punto de Venta 2;2022-11-01;14
RUNIS-00003;Almacen Punto de Venta 2;2025-02-01;-86
RUNIS-00003;Almacen Punto de Ventas 1;2023-06-01;-15
RUNIS-00003;Almacen Punto de Ventas 1;2023-10-01;-31
RUNIS-00004;Almacen Central;2022-04-01;84
RUNIS-00004;Almacen Punto de Venta 2;2025-11-01;66
RUNIS-00004;Almacen Punto de Ventas 1;2020-10-01;-13
RUNIS-00005;Almacen Punto de Venta 2;2023-08-01;-94
RUNIS-00005;Almacen Punto de Ventas 1;2022-05-01;81
RUNIS-00006;Almacen Central;2024-09-01;65
RUNIS-00006;Almacen Central;2025-05-01;47
RUNIS-00006;Almacen Punto de Venta 2;2020-04-01;-31
RUNIS-00007;Almacen Central;2021-12-01;-17
RUNIS-00007;Almacen Central;2022-02-01;-63
RUNIS-00007;Almacen Central;2023-04-01;-49
RUNIS-00007;Almacen Central;2023-11-01;-89
RUNIS-00007;Almacen Central;2025-06-01;-45
RUNIS-00007;Almacen Punto de Venta 2;2022-01-01;-80
RUNIS-00007;Almacen Punto de Ventas 1;2020-05-01;-45
RUNIS-00007;Almacen Punto de Ventas 1;2021-08-01;-61
RUNIS-00007;Almacen Punto de Ventas 1;2023-05-01;-57
RUNIS-00008;Almacen Punto de Venta 2;2020-01-01;-48
RUNIS-00008;Almacen Punto de Venta 2;2021-02-01;-89
RUNIS-00009;Almacen Punto de Ventas 1;2022-01-01;-8
RUNIS-00009;Almacen Punto de Ventas 1;2022-02-01;-68
RUNIS-00009;Almacen Punto de Ventas 1;2022-07-01;-58
RUNIS-00009;Almacen Punto de Ventas 1;2023-02-01;-75
RUNIS-00009;Almacen Punto de Ventas 1;2024-07-01;-87
RUNISA-00001;Almacen Central;2021-08-01;-15
RUNISA-00001;Almacen Central;2025-08-01;-90
RUNISA-00001;Almacen Punto de Ventas 1;2021-06-01;-12
RUNISA-00001;Almacen Punto de Ventas 1;2022-07-01;91
RUNISA-00002;Almacen Central;2025-02-01;-17
RUNISA-00002;Almacen Punto de Venta 2;2023-01-01;-82
RUNISA-00003;Almacen Central;2025-12-01;52
RUNISA-00004;Almacen Central;2023-07-01;-100
RUNISA-00004;Almacen Punto de Venta 2;2023-08-01;-71
RUNISA-00004;Almacen Punto de Ventas 1;2021-07-01;85
RUNISA-00004;Almacen Punto de Ventas 1;2022-03-01;97
RUNISP-00001;Almacen Central;2020-04-01;-69
RUNISP-00001;Almacen Central;2020-09-01;37
RUNISP-00001;Almacen Punto de Venta 2;2020-11-01;-46
RUNISP-00001;Almacen Punto de Venta 2;2021-10-01;-71
RUNISP-00001;Almacen Punto de Venta 2;2025-07-01;-79
RUNISP-00001;Almacen Punto de Ventas 1;2023-08-01;-29
RUNISP-00002;Almacen Central;2022-10-01;-29
RUNISP-00002;Almacen Punto de Venta 2;2020-01-01;-32
RUNISP-00002;Almacen Punto de Venta 2;2025-11-01;-5
RUNISP-00002;Almacen Punto de Ventas 1;2020-07-01;-85
SAL-00001;Almacen Central;2020-01-01;-54
SAL-00001;Almacen Central;2020-11-01;-34
SAL-00001;Almacen Central;2021-10-01;16
SAL-00001;Almacen Central;2025-07-01;-44
SCHU-0001;Almacen Punto de Venta 2;2025-02-01;-25
SCHU-0001;Almacen Punto de Ventas 1;2020-05-01;-86
SCHU-0001;Almacen Punto de Ventas 1;2020-10-01;-22
SCHU-0001;Almacen Punto de Ventas 1;2021-11-01;-6
SCHU-0002;Almacen Punto de Venta 2;2020-08-01;-78
SCHU-0002;Almacen Punto de Venta 2;2022-08-01;-97
SCHU-0002;Almacen Punto de Venta 2;2025-08-01;-49
SCHU-0002;Almacen Punto de Ventas 1;2024-11-01;2
SCHU-0002;Almacen Punto de Ventas 1;2025-10-01;-51
SCHU-0004;Almacen Punto de Venta 2;2022-06-01;-29
SCHU-0004;Almacen Punto de Ventas 1;2024-10-01;55
SCHU-0005;Almacen Central;2022-11-01;-73
SCHU-0005;Almacen Punto de Venta 2;2023-01-01;-4
SCHU-0005;Almacen Punto de Ventas 1;2024-09-01;-3
SCHU-0006;Almacen Punto de Venta 2;2023-02-01;-11
SCHU-0006;Almacen Punto de Ventas 1;2022-04-01;59
SCHU-0007;Almacen Central;2021-12-01;46
SCHU-0007;Almacen Central;2022-09-01;-61
SCHU-0007;Almacen Central;2024-11-01;-19
SCHU-0007;Almacen Punto de Venta 2;2022-04-01;-3
SCHU-0007;Almacen Punto de Venta 2;2024-09-01;82
SCHU-0007;Almacen Punto de Venta 2;2025-08-01;-10
SCHU-0008;Almacen Punto de Venta 2;2023-07-01;-88
SCHU-0008;Almacen Punto de Venta 2;2025-08-01;53
SCHU-0008;Almacen Punto de Ventas 1;2022-08-01;-15
SCHU-0008;Almacen Punto de Ventas 1;2023-04-01;27
